,start,end,text
741,2867.2,2870.636,"['plus', 'zwei', 'm\xf6rserfeuer', 'und', 'raketen', 'wir', 'werden', 'beschossen']"
742,2868.9,2876.9,"[u'ss', u'er', u'faellt', u'hin', u'ein', u'baum', u'hinter', u'ihm', u'explodiert', u'forrest', u'schleift', u'dan', u'an', u'einem', u'arm', u'hinter', u'sich', u'her', u'der', u'schiesst', u'mit', u'der', u'pistole', u'zurueck', u'in', u'den', u'dschungel']"
743,2870.72,2874.872,"['versager', 'versager', 'verdammt']"
744,2876.48,2880.268,"['macht', 'das', 'mg', 'wieder', 'flott', 'und', 'haltet', 'auf', 'die', 'b\xe4ume']"
745,2881.96,2884.349,"['wir', 'sind', 'unter', 'schwerem', 'beschuss']"
746,2883.4,2884.4,"[u's', u'forrest', u'traegt', u'ihn']"
747,2884.44,2887.91,"['wir', 'bewegen', 'uns', 'zur\xfcck', 'zur', 'blue', 'line']"
748,2888.84,2890.717,"['r\xfcckzug', 'r\xfcckzug']"
749,2890.92,2894.595,"['forrest', 'lauf', 'forrest', 'r\xfcckzug']"
750,2894.68,2898.992,"['lauf', 'lauf', 'mann', 'lauf', 'r\xfcckzug', 'gump']"
751,2896.7,2899.1,"[u's', u'forrest', u'legt', u'ihn', u'ans', u'ufer', u'dan', u'haelt', u'ihn', u'fest']"
752,2900.64,2903.473,"['lauf', 'verdammt', 'lauf']"
753,2913.5,2915.5,"[u'er', u'rennt', u'wieder', u'los']"
754,2917.1,2919.7,"[u'mit', u'seinem', u'gewehr', u'in', u'beiden', u'haenden', u'hastet', u'er', u'durch', u'den', u'dschungel']"
755,2924.4,2926.4,"[u'forrest', u'stoppt', u'und', u'sieht', u'sich', u'verzweifelt', u'um']"
756,2928.44,2932.353,"['ich', 'lief', 'und', 'lief', 'wie', 'jenny', 'es', 'mir', 'gesagt', 'hatte']"
757,2929.7,2933.2,"[u'der', u'sieht', u'zur', u'seite', u'und', u'entdeckt', u'bubba', u'am', u'boden', u'rauch', u'liegt', u'in', u'der', u'luft']"
758,2935.4,2940.952,"['ich', 'rannte', 'so', 'schnell', 'so', 'weit', 'dass', 'ich', 'allein', 'war', 'und', 'das', 'war', 'schlecht']"
759,2941.0,2944.8,"[u'geschockt', u'zieht', u'forrest', u'einen', u'blutigen', u'palmwedel', u'von', u'bubbas', u'grosser', u'bauchwunde']"
760,2944.64,2949.031,"['bubba', 'war', 'mein', 'bester', 'guter', 'freund', 'ich', 'musste', 'sehen', 'wie', 'es', 'ihm', 'ging']"
761,2953.2,2955.0,"[u's', u'etwas', u'entfernt', u'huschen', u'gestalten', u'vorbei']"
762,2956.7,2957.8,"[u's', u'forrest', u'schaut', u'kurz', u'hin']"
763,2957.72,2960.109,"['wo', 'zum', 'teufel', 'bist', 'du']"
764,2962.12,2967.752,"['und', 'auf', 'dem', 'weg', 'zur\xfcck', 'zu', 'bubba', 'lag', 'da', 'ein', 'junge', 'auf', 'dem', 'boden']"
765,2965.0,2967.0,"[u'er', u'laeuft', u'mit', u'bubba', u'auf', u'den', u'armen', u'durch', u'den', u'dschungel']"
766,2967.84,2971.719,"['tex', 'ok']"
767,2972.24,2975.949,"['ich', 'konnte', 'ihn', 'da', 'nicht', 'allein', 'liegen', 'lassen', 'so', 'ver\xe4ngstigt']"
768,2976.0,2986.6,"[u'beim', u'laufen', u'sieht', u'forrest', u'panisch', u'zum', u'himmel', u'er', u'kommt', u'mit', u'bubba', u'auf', u'eine', u'lichtung', u'kampfjets', u'fliegen', u'heran', u'im', u'dschungel', u'hinter', u'den', u'beiden', u'explodieren', u'napalmbomben', u'die', u'explosionen', u'kommen', u'immer', u'naeher']"
769,2976.04,2979.396,"['also', 'griff', 'ich', 'ihn', 'und', 'brachte', 'ihn', 'weg']"
770,2991.6,2997.1,"[u'ein', u'orangeroter', u'feuerball', u'schiesst', u'direkt', u'hinter', u'ihnen', u'hoch', u'forrest', u'rennt', u'weiter', u'der', u'dschungel', u'steht', u'in', u'flammen']"
771,2994.08,2996.833,"['jedes', 'mal', 'wenn', 'ich', 'nach', 'bubba', 'suchte']"
772,2996.92,3001.072,"['sagte', 'ein', 'anderer', 'hilf', 'mir', 'forrest', 'hilf', 'mir']"
773,3001.9,3006.0,"[u'dunkler', u'qualm', u'haengt', u'ueber', u'den', u'baumkronen', u'gehetzt', u'traegt', u'forrest', u'bubba', u'zum', u'ufer']"
774,3007.28,3009.43,"['ok', 'hier', 'hier']"
775,3011.76,3014.513,"['keine', 'sorge', 'mann', 'leg', 'dich', 'hin', 'das', 'wird', 'wieder']"
776,3016.64,3021.031,"['ich', 'fing', 'an', 'angst', 'zu', 'haben', 'dass', 'ich', 'bubba', 'nicht', 'finde']"
777,3018.8,3020.5,"[u's', u'mit', u'bubba', u'im', u'arm', u'sitzt', u'er', u'im', u'gras']"
778,3021.12,3026.752,"['ich', 'wei\xdf', 'ich', 'bin', 'gef\xe4hrlich', 'nah', 'charlie', 'scheint', '\xfcberall', 'zu', 'sein']"
779,3026.84,3029.638,"['ich', 'brauche', 'sofort', 'kampfbomber', 'hierher', 'over']"
780,3029.72,3031.95,"['lieutenant', 'dan', 'coleman', 'ist', 'tot']"
781,3032.04,3036.352,"['das', 'wei\xdf', 'ich', 'mein', 'ganzer', 'verdammter', 'platoon', 'ist', 'hin\xfcber']"
782,3036.44,3041.15,"['verdammt', 'was', 'machst', 'du', 'da', 'lass', 'mich', 'hier']"
783,3041.24,3044.63,"['verschwinde', 'lass', 'mich', 'hier', 'hau', 'ab']"
784,3044.72,3048.235,"['gott', 'ich', 'sagte', 'lass', 'mich', 'hier', 'verdammt']"
785,3048.32,3050.709,"['leg', 'lima', 'sechs', 'hier', 'strong', 'arm']"
786,3050.8,3053.712,"['die', 'angeforderten', 'kampfbomber', 'sind', 'im', 'anflug', 'over']"
787,3053.88,3056.838,"['dann', 'f\xfchlte', 'ich', 'wie', 'etwas', 'hochsprang', 'und', 'mich', 'biss']"
788,3056.92,3059.48,"['mich', 'hat', 'was', 'gebissen']"
789,3060.9,3061.8,"[u'auf', u'der', u'wartebank']"
790,3064.5,3066.5,"[u's', u'neben', u'forrest', u'sitzt', u'jetzt', u'ein', u'dicker', u'mann']"
791,3066.4,3068.231,"['verdammter', 'mistkerl']"
792,3068.4,3069.9,"[u'forrest', u'sieht', u'ihn', u'abrupt', u'an']"
793,3069.48,3075.271,"['ich', 'will', 'den', 'platoon', 'nicht', 'verlassen', 'du', 'sollst', 'mich', 'dort', 'lassen', 'gump']"
794,3075.36,3079.478,"['vergiss', 'mich', 'rette', 'dich', 'selbst', 'h\xf6rst', 'du', 'was', 'ich', 'sage']"
795,3079.56,3083.872,"['gump', 'verdammt', 'lass', 'mich', 'runter', 'rette', 'deinen', 'arsch']"
796,3086.28,3089.477,"['ich', 'bat', 'dich', 'nicht', 'mich', 'da', 'rauszuziehen', 'verdammt']"
797,3089.56,3092.757,"['wohin', 'willst', 'du', 'denn', 'jetzt', 'bubba', 'holen']"
798,3092.84,3094.796,"['ich', 'ordnete', 'einen', 'luftschlag', 'an']"
799,3093.7,3094.3,"[u'ss', u'im', u'lazarett']"
800,3094.88,3099.237,"['alles', 'wird', 'mit', 'napalm', 'bombardiert', 'bleib', 'hier', 'das', 'ist', 'ein', 'befehl']"
801,3099.32,3101.709,"['ich', 'muss', 'bubba', 'finden']"
802,3102.6,3104.8,"[u's', u'forrest', u'mit', u'zwei', u'eistueten', u'liegt', u'auf', u'dem', u'bauch']"
803,3108.3,3109.4,"[u's', u'dan', u'schaut', u'ins', u'leere']"
804,3112.7,3116.2,"[u'dan', u'nimmt', u'die', u'tuete', u'legt', u'sie', u'in', u'seine', u'bettpfanne', u'und', u'starrt', u'weiter', u'vor', u'sich', u'hin']"
805,3118.1,3119.9,"[u'forrest', u'robbt', u'von', u'einer', u'liege', u'auf', u'sein', u'bett']"
806,3125.7,3133.8,"[u'der', u'pfleger', u'legt', u'dans', u'haende', u'an', u'einen', u'haltegriff', u'dans', u'unterschenkel', u'sind', u'amputiert', u'die', u'stuempfe', u'sind', u'mit', u'bandagen', u'umwickelt', u'der', u'pfleger', u'hebt', u'ihn', u'hoch']"
807,3126.92,3129.673,"['ich', 'bin', 'ok', 'forrest', 'ich', 'bin', 'ok']"
808,3135.1,3138.0,"[u'eine', u'rollliege', u'wird', u'heran', u'geschoben', u'der', u'pfleger', u'legt', u'dan', u'darauf']"
809,3137.76,3141.514,"['bubba', 'nein', 'das', 'wird', 'schon', 'wieder']"
810,3139.0,3140.0,"[u'dan', u'wird', u'weggerollt']"
811,3141.1,3142.0,"[u'post', u'wird', u'verteilt']"
812,3143.4,3145.0,"[u'forrest', u'schleckt', u'weiter', u'sein', u'eis']"
813,3148.7,3150.5,"[u'er', u'bekommt', u'ein', u'dickes', u'buendel', u'briefe']"
814,3149.6,3152.353,"['komm', 'schon', 'komm', 'schon']"
815,3153.4,3158.9,"[u'forrest', u'zieht', u'den', u'obersten', u'brief', u'heraus', u'er', u'ist', u'an', u'jenny', u'adressiert', u'und', u'mit', u'dem', u'stempel', u'unzustellbar', u'versehen']"
816,3156.92,3158.672,"['ich', 'bin', 'ok', 'forrest']"
817,3161.48,3163.357,"['ich', 'bin', 'ok', 'mir', 'gehts', 'gut']"
818,3161.5,3166.2,"[u'forrest', u'nimmt', u'weiter', u'briefe', u'aus', u'dem', u'buendel', u'alle', u'sind', u'an', u'jenny', u'gerichtet', u'und', u'haben', u'denselben', u'stempel']"
819,3167.5,3170.4,"[u'niedergeschlagen', u'betrachtet', u'forrest', u'einen', u'brief', u'nach', u'dem', u'anderen']"
820,3172.0,3175.6,"[u'in', u'einem', u'freizeitraum', u'des', u'lazaretts', u'sitzt', u'forrest', u'mit', u'einem', u'eis', u'vorm', u'fernseher']"
821,3181.7,3183.9,"[u'muehsam', u'steht', u'forrest', u'von', u'mehreren', u'kissen', u'auf']"
822,3187.7,3189.3,"[u's', u'ein', u'tischtennisball', u'trifft', u'seinen', u'kopf']"
823,3190.8,3192.6,"[u'der', u'mann', u'bewegt', u'seinen', u'schlaeger', u'wie', u'im', u'spiel']"
824,3194.3,3195.5,"[u'forrest', u'schuettelt', u'den', u'kopf']"
825,3198.1,3199.6,"[u'er', u'gibt', u'forrest', u'den', u'schlaeger']"
826,3198.48,3201.392,"['rauchsignale', 'hoch', 'damit']"
827,3201.6,3205.673,"['h\xe4tte', 'ich', 'gewusst', 'dass', 'das', 'das', 'letzte', 'mal', 'war', 'dass', 'ich']"
828,3205.76,3209.036,"['mit', 'bubba', 'redete', 'h\xe4tte', 'ich', 'mir', 'etwas', 'besseres', '\xfcberlegt']"
829,3209.1,3211.8,"[u's', u'er', u'bewegt', u'den', u'ball', u'hin', u'und', u'her', u'forrest', u'behaelt', u'ihn', u'im', u'blick']"
830,3209.12,3212.999,"['hey', 'bubba', 'hey', 'forrest']"
831,3212.8,3215.4,"[u'mit', u'dem', u'eis', u'in', u'der', u'hand', u'spielt', u'forrest', u'gegen', u'einen', u'rollstuhlfahrer']"
832,3215.16,3221.076,"['forrest', 'warum', 'passiert', 'das', 'du', 'wurdest', 'getroffen']"
833,3222.04,3226.352,"['dann', 'sagte', 'bubba', 'etwas', 'was', 'ich', 'nie', 'vergessen', 'werde']"
834,3225.4,3226.6,"[u'er', u'uebt', u'die', u'angabe']"
835,3226.44,3229.079,"['ich', 'will', 'nach', 'hause']"
836,3229.92,3233.276,"['bubba', 'war', 'mein', 'bester', 'guter', 'freund']"
837,3231.0,3233.3,"[u'ss', u'die', u'baelle', u'springen', u'vom', u'gegnerfeld', u'in', u'eine', u'bettpfanne']"
838,3233.36,3237.876,"['und', 'sogar', 'ich', 'wei\xdf', 'das', 'ist', 'nichts', 'was', 'man', 'an', 'jeder', 'ecke', 'findet']"
839,3234.9,3238.1,"[u's', u'forrest', u'spielt', u'vor', u'vielen', u'zuschauern', u'gegen', u'das', u'hoch', u'geklappte', u'gegnerfeld']"
840,3237.96,3241.077,"['bubba', 'wollte', 'shrimpkutterkapit\xe4n', 'werden']"
841,3241.16,3245.392,"['aber', 'stattdessen', 'starb', 'er', 'dort', 'an', 'dem', 'fluss', 'in', 'vietnam']"
842,3249.3,3250.3,"[u'dan', u'auf', u'einer', u'liege', u'schaut', u'muerrisch', u'nach', u'draussen']"
843,3249.36,3251.316,"['mehr', 'kann', 'ich', 'dazu', 'nicht', 'sagen']"
844,3251.6,3257.1,"[u'forrest', u'spielt', u'allein', u'dabei', u'trifft', u'er', u'immer', u'wieder', u'ein', u'zielquadrat', u'auf', u'einer', u'hochgestellten', u'platte', u'ein', u'offizier', u'kommt']"
845,3254.56,3257.233,"['es', 'war', 'eine', 'kugel', 'nicht', 'wahr']"
846,3259.04,3263.158,"['eine', 'kugel', 'die', 'hochsprang', 'und', 'sie', 'biss']"
847,3262.8,3265.6,"[u'forrest', u'greift', u'wieder\u2026', u'mein', u'sohn', u'\u2026', u'zu', u'ball', u'und', u'schlaeger']"
848,3265.0,3268.515,"['ja', 'sir', 'biss', 'mich', 'genau', 'in', 'den', 'allerwertesten']"
849,3267.7,3268.6,"[u'ss', u'im', u'schlafsaal']"
850,3268.6,3272.752,"['sie', 'sagten', 'die', 'wunde', 'sei', 'eine', 'million', 'dollar', 'wert', 'aber']"
851,3272.5,3278.5,"[u'er', u'zieht', u'einen', u'vorhang', u'weg', u'in', u'dans', u'bett', u'liegt', u'ein', u'mann', u'mit', u'vollstaendig', u'bandagiertem', u'kopf', u'und', u'oberkoerper', u'zu', u'einer', u'schwester']"
852,3272.84,3274.796,"['die', 'armee', 'muss', 'sie', 'behalten', 'haben']"
853,3274.88,3278.509,"['weil', 'ich', 'noch', 'keinen', 'cent', 'von', 'der', 'million', 'gesehen', 'habe']"
854,3278.6,3282.309,"['das', 'einzig', 'gute', 'daran', 'am', 'allerwertesten', 'getroffen', 'zu', 'sein']"
855,3282.4,3284.277,"['ist', 'das', 'eis']"
856,3284.36,3288.512,"['ich', 'bekam', 'so', 'viel', 'eis', 'wie', 'ich', 'essen', 'konnte', 'und', 'was', 'noch']"
857,3284.8,3286.9,"[u'forrest', u'sieht', u'wieder', u'auf', u'den', u'schwerverletzten']"
858,3288.6,3292.513,"['ein', 'guter', 'freund', 'von', 'mir', 'war', 'im', 'bett', 'direkt', 'neben', 'mir']"
859,3293.12,3297.716,"['lieutenant', 'dan', 'ich', 'hab', 'ein', 'eis', 'f\xfcr', 'sie']"
860,3293.5,3294.1,"[u'ss', u'im', u'fernsehen']"
861,3297.8,3300.758,"['lieutenant', 'dan', 'ein', 'eis']"
862,3307.5,3309.1,"[u'johnson', u'haengt', u'forrest', u'die', u'medaille', u'um']"
863,3311.36,3314.079,"['zeit', 'f\xfcr', 'ihr', 'bad', 'lieutenant']"
864,3318.8,3324.8,"[u'im', u'saal', u'sitzt', u'auch', u'die', u'mutter', u'von', u'forrest', u'der', u'glotzt', u'johnson', u'an', u'dreht', u'sich', u'um', u'und', u'entbloesst', u'die', u'pobacke', u'mit', u'der', u'wunde']"
865,3322.32,3323.594,['harper']
866,3326.8,3330.156,"['cooper', 'larson']"
867,3327.3,3332.6,"[u's', u'im', u'friseurladen', u'gucken', u'drei', u'maenner', u'verdutzt', u'zum', u'bildschirm', u'johnson', u'winkt', u'amuesiert', u'ab', u'und', u'geht']"
868,3331.32,3335.108,"['webster', 'gump']"
869,3334.5,3336.0,"[u's', u'forrest', u'vor', u'dem', u'lincoln', u'memorial\u2026']"
870,3335.2,3337.76,"['gump', 'ich', 'bin', 'forrest', 'gump']"
871,3340.36,3344.353,"['kyle', 'nichols']"
872,3345.7,3347.0,"[u'er', u'traegt', u'paradeuniform']"
873,3345.8,3349.759,"['mcmill', 'johnson']"
874,3358.8,3362.1,"[u's', u'er', u'wird', u'in', u'eine', u'schlange', u'von', u'veteranen', u'gegen', u'den', u'krieg', u'geschoben']"
875,3366.0,3381.8,"[u's', u'am', u'strassenrand', u'viele', u'busse', u'mit', u'antikriegsparolen', u'die', u'zwei', u'frauen', u'fuehren', u'die', u'veteranen', u'und', u'forrest', u'hinter', u'eine', u'buehne', u'viele', u'der', u'maenner', u'haben', u'baerte', u'und', u'lange', u'haare', u'sie', u'tragen', u'uniformteile', u'kombiniert', u'mit', u'zivilkleidung', u'an', u'der', u'treppe', u'zur', u'buehne', u'wird', u'forrest', u'an', u'den', u'anfang', u'der', u'schlange', u'gestellt', u'der', u'veteran', u'hinter', u'ihm']"
876,3366.04,3370.272,"['gump', 'wie', 'kannst', 'du', 'den', 'm\xfcll', 'nur', 'anschauen', 'mach', 'es', 'aus']"
877,3370.36,3373.033,"['sie', 'sehen', 'das', 'american', 'forces', 'vietnam', 'network']"
878,3373.12,3375.395,"['hier', 'ist', 'kanal', 'sechs', 'saigon']"
879,3378.04,3382.511,"['gut', 'gefangen', 'gump', 'wei\xdft', 'du', 'wie', 'man', 'das', 'spielt']"
880,3384.8,3387.314,"['komm', 'schon', 'ich', 'zeigs', 'dir']"
881,3388.72,3393.032,"['der', 'schl\xfcssel', 'zu', 'diesem', 'spiel', 'ist', 'egal', 'was', 'passiert']"
882,3393.12,3398.353,"['lass', 'nie', 'nie', 'den', 'ball', 'aus', 'den', 'augen']"
883,3399.96,3401.632,"['in', 'ordnung']"
884,3404.44,3408.274,"['irgendwie', 'fiel', 'mir', 'pingpong', 'sehr', 'leicht']"
885,3408.36,3411.557,"['siehst', 'du', 'jeder', 'idiot', 'kann', 'das']"
886,3411.64,3413.915,"['ich', 'fing', 'an', 'es', 'st\xe4ndig', 'zu', 'spielen']"
887,3414.8,3419.828,"['ich', 'spielte', 'sogar', 'pingpong', 'wenn', 'keiner', 'mit', 'mir', 'spielte']"
888,3420.4,3421.2,"[u'der', u'veteran']"
889,3423.0,3435.0,"[u'zoegernd', u'geht', u'forrest', u'zu', u'den', u'mikros', u'vor', u'der', u'buehne', u'stehen', u'zehntausende', u'um', u'ein', u'laengliches', u'bassin', u'an', u'dessen', u'ende', u'ragt', u'das', u'washington', u'monument', u'empor', u'\u2013', u'ein', u'meter', u'hoher', u'weisser', u'obelisk']"
890,3428.12,3433.069,"['die', 'krankenhausleute', 'sagten', 'ich', 's\xe4he', 'aus', 'wie', 'eine', 'ente', 'im', 'wasser']"
891,3433.16,3434.798,"['was', 'das', 'auch', 'hei\xdfen', 'mag']"
892,3434.88,3438.077,"['sogar', 'lieutenant', 'dan', 'kam', 'und', 'sah', 'mir', 'beim', 'spielen', 'zu']"
920,3576.88,3579.075,"['private', 'gump']"
921,3578.0,3578.9,"[u'ss', u'abends', u'in', u'einem', u'camp']"
922,3580.16,3583.277,"['ja', 'sir', 'stehen', 'sie', 'bequem']"
923,3584.36,3587.955,"['sohn', 'ihnen', 'wurde', 'die', 'tapferkeitsmedaille', 'verliehen']"
924,3588.04,3593.16,"['raten', 'sie', 'was', 'lieutenant', 'dan', 'sie', 'wollen', 'mir', 'eine', 'med']"
925,3598.56,3602.917,"['madam', 'was', 'haben', 'sie', 'mit', 'lieutenant', 'dan', 'gemacht']"
926,3603.0,3604.797,"['in', 'die', 'heimat', 'geschickt']"
927,3608.1,3610.4,"[u'bei', u'jenny', u'steht', u'ein', u'weisser', u'mit', u'roter', u'armbinde']"
928,3611.04,3614.191,"['zwei', 'wochen', 'sp\xe4ter', 'verlie\xdf', 'ich', 'vietnam']"
929,3614.28,3617.75,"['die', 'zeremonie', 'begann', 'mit', 'einem', 'bekenntnis', 'des', 'pr\xe4sidenten']"
930,3617.84,3621.549,"['hinsichtlich', 'einer', 'n\xf6tigen', 'eskalation', 'des', 'kriegs', 'in', 'vietnam']"
931,3621.64,3624.996,"['pr\xe4sident', 'johnson', 'verlieh', 'vier', 'tapferkeitsmedaillen', 'an']"
932,3625.08,3627.799,"['amerika', 'schuldet', 'ihnen', 'tiefen', 'dank', 'sohn']"
933,3629.68,3633.355,"['ich', 'h\xf6re', 'sie', 'wurden', 'verwundet', 'wo', 'wurden', 'sie', 'getroffen']"
934,3633.44,3635.032,"['in', 'den', 'allerwertesten', 'sir']"
935,3635.12,3639.477,"['na', 'das', 'muss', 'ja', 'ein', 'anblick', 'sein', 'das', 'w\xfcrde', 'ich', 'gerne', 'sehen']"
936,3635.8,3638.1,"[u'forrest', u'starrt', u'zu', u'jenny', u'und', u'wesley', u'die', u'sich', u'streiten']"
937,3643.5,3644.7,"[u's', u'wesley', u'ohrfeigt', u'jenny']"
938,3647.3,3653.6,"[u'in', u'zeitlupe', u'forrests', u'augen', u'weiten', u'sich', u'er', u'marschiert', u'auf', u'wesley', u'zu', u'stuerzt', u'sich', u'auf', u'ihn', u'und', u'faellt', u'mit', u'ihm', u'ueber', u'einen', u'tisch']"
939,3651.84,3653.592,"['na', 'donnerwetter']"
940,3656.44,3659.637,"['hinterher', 'ging', 'mama', 'ins', 'hotel', 'um', 'sich', 'hinzulegen']"
941,3659.5,3660.8,"[u'ss', u'er', u'pruegelt', u'auf', u'wesley', u'ein']"
942,3659.72,3663.508,"['also', 'ging', 'ich', 'mir', 'unsere', 'hauptstadt', 'anschauen']"
943,3663.6,3668.31,"['hilary', 'ich', 'hab', 'die', 'veteranen', 'was', 'willst', 'du', 'mit', 'ihnen', 'machen']"
944,3665.1,3666.0,"[u'ss', u'sie', u'zieht', u'ihn', u'weg']"
945,3667.3,3671.1,"[u'wesley', u'rappelt', u'sich', u'hoch', u'fasst', u'sich', u'ins', u'gesicht', u'und', u'sieht', u'auf', u'seine', u'blutigen', u'haende']"
946,3668.4,3670.789,"['es', 'war', 'gut', 'dass', 'mama', 'sich', 'ausruhte']"
947,3670.88,3673.678,"['denn', 'die', 'stra\xdfen', 'waren', '\xfcberf\xfcllt', 'mit', 'leuten']"
948,3673.76,3676.558,"['die', 'sich', 'die', 'statuen', 'und', 'denkm\xe4ler', 'anschauten']"
949,3676.64,3678.71,"['und', 'manche', 'waren', 'laut', 'und', 'zudringlich']"
950,3678.8,3681.234,"['ok', 'folgt', 'mir', 'bewegt', 'euch']"
951,3681.32,3684.551,"['wo', 'ich', 'auch', 'war', 'musste', 'ich', 'schlange', 'stehen']"
952,3683.6,3686.8,"[u'ein', u'schwarzer', u'haelt', u'die', u'tuer', u'auf', u'andere', u'haben', u'ihre', u'waffen', u'gezogen']"
953,3689.3,3693.2,"[u'er', u'sieht', u'zum', u'anfuehrer', u'der', u'klopft', u'sich', u'mit', u'dem', u'revolver', u'auf', u'die', u'schwarze', u'lederjacke']"
954,3691.04,3693.11,"['komm', 'schon', 'los']"
955,3698.2,3701.2,"[u's', u'vor', u'dem', u'weissen', u'haus', u'geht', u'jenny', u'mit', u'ihm', u'an', u'einem', u'friedensmarsch', u'vorbei']"
956,3701.6,3706.196,"['sie', 'sind', 'ein', 'guter', 'mann', 'weil', 'sie', 'das', 'tun', 'gut']"
957,3706.28,3708.316,['ok']
958,3708.4,3710.356,"['da', 'hielt', 'ein', 'mann', 'eine', 'kleine', 'rede']"
959,3709.3,3711.6,"[u'die', u'demonstranten', u'halten', u'kerzen', u'in', u'den', u'haenden']"
960,3710.44,3714.752,"['aus', 'irgendeinem', 'grund', 'trug', 'er', 'die', 'amerikaflagge', 'als', 'tshirt']"
961,3716.1,3719.4,"[u'im', u'gehen', u'sehen', u'sie', u'sich', u'kurz', u'in', u'die', u'augen', u'jenny', u'senkt', u'den', u'blick']"
962,3716.36,3720.069,"['und', 'er', 'sagte', 'gerne', 'das', 'wort', 'mit', 'sch']"
963,3720.16,3722.39,"['sch', 'dies', 'und', 'sch', 'das']"
964,3721.8,3723.3,"[u'sie', u'wischt', u'ueber', u'forrests', u'Aermel']"
965,3722.48,3727.793,"['und', 'immer', 'wenn', 'er', 'das', 'schwort', 'sagte', 'klatschten', 'die', 'leute']"
966,3733.88,3736.792,"['komm', 'schon', 'mann', 'komm', 'hier', 'hoch']"
967,3736.88,3740.395,"['kommen', 'sie', 'kommen', 'sie', 'schon', 'ja', 'sie', 'los', 'bewegung']"
968,3741.88,3743.757,"['los', 'rauf', 'mit', 'dir']"
969,3743.2,3744.6,"[u'jenny', u'hakt', u'sich', u'bei', u'ihm', u'unter']"
970,3752.0,3753.0,"[u'jenny', u'beim', u'trampen']"
971,3755.76,3758.593,"['erz\xe4hl', 'uns', 'ein', 'bisschen', 'vom', 'krieg', 'mann']"
972,3758.68,3764.994,"['vom', 'krieg', 'in', 'vietnam', 'vom', 'schei\xdfkrieg', 'in', 'schei\xdfvietnam']"
973,3760.2,3761.2,"[u'ss', u'sie', u'nimmt', u'lsd']"
974,3768.7,3772.9,"[u'ss', u'als', u'strassenmusikant', u'auf', u'dem', u'walk', u'of', u'fame', u'in', u'hollywood', u'hey', u'ein', u'langhaariger', u'mit', u'vwkaefer']"
975,3785.1,3785.6,"[u'ss', u'morgens']"
976,3787.8,3788.9,"[u'an', u'einem', u'alten', u'bus']"
977,3788.0,3789.353,['also']
978,3789.44,3793.672,"['es', 'gab', 'nur', 'eines', 'was', 'ich', '\xfcber', 'den', 'krieg', 'in', 'vietnam', 'sagen', 'konnte']"
979,3790.8,3792.2,"[u'zoegernd', u'naehert', u'sich', u'wesley']"
980,3793.76,3797.878,"['es', 'gibt', 'nur', 'eines', 'was', 'ich', '\xfcber', 'den', 'krieg', 'in', 'vietnam', 'sagen', 'kann']"
981,3801.1,3802.5,"[u'jenny', u'haelt', u'den', u'blick', u'gesenkt']"
982,3801.4,3803.197,"['in', 'vietnam']"
983,3805.9,3807.1,"[u'sie', u'blickt', u'ihn', u'grimmig', u'an']"
984,3813.76,3815.637,"['was', 'zum', 'teufel', 'machst', 'du']"
985,3815.72,3818.473,"['ich', 'schlag', 'dir', 'den', 'sch\xe4del', 'ein', 'du', 'verdammte', 'sau']"
986,3818.2,3822.4,"[u'er', u'starrt', u'wesley', u'boese', u'an', u'der', u'geht', u'ein', u'paar', u'schritte', u'rueckwaerts', u'und', u'wendet', u'sich', u'kurz', u'ab']"
987,3818.56,3820.869,"['du', 'lieber', 'himmel', 'was', 'machte', 'er', 'da']"
988,3821.8,3823.711,"['wir', 'h\xf6ren', 'dich', 'nicht']"
989,3824.48,3826.516,"['wir', 'h\xf6ren', 'gar', 'nichts']"
990,3827.68,3829.477,"['das', 'das', 'hier', 'gib', 'mir', 'das']"
991,3829.56,3832.028,"['sprich', 'lauter']"
992,3832.12,3833.917,"['das', 'ist', 'alles']"
993,3834.0,3838.516,"['und', 'mehr', 'habe', 'ich', 'dazu', 'nicht', 'zu', 'sagen']"
994,3835.8,3840.3,"[u'forrest', u'oeffnet', u'das', u'blaue', u'band', u'seiner', u'goldenen', u'tapferkeitsmedaille', u'mit', u'fuenfzackigem', u'stern']"
995,3844.0,3847.595,"['du', 'hast', 'so', 'recht', 'mann', 'du', 'hast', 'alles', 'gesagt']"
996,3844.7,3846.0,"[u'er', u'legt', u'sie', u'in', u'ihre', u'hand']"
997,3849.12,3854.114,"['wie', 'hei\xdft', 'du', 'mann', 'ich', 'hei\xdfe', 'forrest', 'forrest', 'gump']"
998,3854.6,3857.512,"['forrest', 'gump', 'gump']"
999,3867.3,3868.3,"[u'sie', u'umarmt', u'ihn']"
1000,3873.0,3874.8,"[u'jenny', u'geht', u'mit', u'wesley', u'zur', u'bustuer']"
1001,3879.6,3887.3,"[u'beim', u'einsteigen', u'laechelt', u'sie', u'forrest', u'an', u'er', u'laechelt', u'zurueck', u'wesley', u'sieht', u'nochmal', u'ernst', u'zu', u'ihm', u'forrest', u'kneift', u'finster', u'die', u'augen', u'zusammen']"
1002,3894.88,3898.589,"['das', 'war', 'der', 'gl\xfccklichste', 'moment', 'meines', 'lebens']"
1003,3895.2,3897.8,"[u'jenny', u'klopft', u'gegen', u'die', u'heckscheibe', u'und', u'winkt', u'forrest', u'zu']"
