,start,end,text
218,915.08,918.277,"['holt', 'die', 'r\xe4der', 'den', 'schnappen', 'wir', 'kommt']"
219,918.36,922.911,"['aufgepasst', 'trottel', 'wir', 'kriegen', 'dich']"
220,921.8,923.3,"[u's', u'die', u'drei', u'jagen', u'an', u'jenny', u'vorbei']"
221,923.0,927.073,"['lauf', 'forrest', 'lauf', 'lauf', 'forrest']"
222,926.7,928.1,"[u'er', u'stakst', u'den', u'weg', u'entlang']"
223,928.44,930.715,"['komm', 'wieder', 'her', 'du']"
224,931.3,935.3,"[u'forrest', u'wird', u'schneller', u'die', u'jungs', u'auf', u'ihren', u'raedern', u'holen', u'langsam', u'auf']"
225,937.0,943.2,"[u'behindert', u'durch', u'die', u'schienen', u'hastet', u'forrest', u'weiter', u'in', u'zeitlupe', u'mit', u'seinen', u'steifen', u'beinen', u'macht', u'er', u'ungelenke', u'schritte']"
226,943.6,947.275,"['lauf', 'forrest', 'lauf']"
227,946.7,952.3,"[u'die', u'verfolger', u'treten', u'verbissen', u'in', u'die', u'pedale', u'gehetzt', u'sieht', u'sich', u'forrest', u'zu', u'ihnen', u'um', u'er', u'hat', u'eine', u'platzwunde', u'an', u'der', u'stirn']"
228,953.9,962.0,"[u'im', u'laufen', u'beginnt', u'forrest', u'ploetzlich', u'die', u'knie', u'zu', u'beugen', u'die', u'halterungen', u'der', u'schienen', u'reissen', u'ab', u'einzelteile', u'fliegen', u'durch', u'die', u'luft']"
229,966.9,968.6,"[u'die', u'letzten', u'teile', u'fallen', u'ab']"
230,970.5,974.2,"[u'forrest', u'starrt', u'entschlossen', u'nach', u'vorn', u'die', u'jungs', u'fahren', u'durch', u'die', u'reste', u'der', u'schienen']"
231,976.68,980.195,"['sie', 'w\xfcrden', 'es', 'mir', 'nicht', 'glauben']"
232,979.7,980.6,"[u'auf', u'der', u'wartebank']"
233,980.28,983.511,"['aber', 'ich', 'kann', 'so', 'schnell', 'laufen', 'wie', 'der', 'wind']"
234,983.4,986.2,"[u'die', u'krankenschwester', u'nickt', u'ohne', u'von', u'ihrer', u'zeitschrift', u'aufzuschauen']"
235,986.64,992.397,"['von', 'dem', 'tag', 'an', 'rannte', 'ich', 'wenn', 'ich', 'irgendwohin', 'ging']"
236,993.3,999.6,"[u'die', u'drei', u'jungs', u'stoppen', u'verbluefft', u'sehen', u'sie', u'dem', u'davonrasenden', u'forrest', u'nach', u'der', u'eine', u'staubwolke', u'hinter', u'sich', u'her', u'zieht']"
237,1001.1,1005.3,"[u'forrest', u'biegt', u'vom', u'weg', u'ab', u'und', u'flitzt', u'ueber', u'eine', u'grosse', u'wiese', u'auf', u'eine', u'baumreihe', u'zu\u2026']"
238,1007.3,1009.8,"[u'\u2026', u'und', u'ueberquert', u'eine', u'kleine', u'bruecke', u'auf', u'der', u'angler', u'sitzen']"
239,1013.7,1024.2,"[u's', u'er', u'rennt', u'an', u'straeflingen', u'vorbei', u'die', u'den', u'gruenstreifen', u'am', u'strassenrand', u'bearbeiten', u'in', u'greenbow', u'jagt', u'er', u'am', u'friseurladen', u'vorbei', u'und', u'wirbelt', u'dabei', u'eine', u'zeitung', u'hoch', u'drei', u'maenner', u'im', u'laden', u'glotzen', u'ihm', u'nach']"
240,1023.84,1026.957,"['jetzt', 'l\xe4uft', 'er', 'auch', 'noch', 'wie', 'ein', 'verr\xfcckter']"
241,1027.3,1030.1,"[u'forrest', u'rast', u'auf', u'ein', u'kleines', u'aermliches', u'farmhaus', u'zu']"
242,1030.64,1034.474,"['wissen', 'sie', 'noch', 'dass', 'ich', 'sagte', 'jenny', 'wollte', 'nie', 'nach', 'hause']"
243,1034.56,1037.95,"['sie', 'wohnte', 'in', 'einem', 'haus', 'das', 'war', 'so', 'alt', 'wie', 'alabama']"
244,1038.04,1040.474,"['ihre', 'mama', 'kam', 'in', 'den', 'himmel', 'als', 'sie', 'f\xfcnf', 'war']"
245,1040.56,1044.917,"['und', 'ihr', 'daddy', 'war', 'irgendein', 'farmer']"
246,1045.0,1046.797,['jenny']
247,1046.88,1048.836,"['er', 'war', 'ein', 'sehr', 'liebevoller', 'mann']"
248,1048.92,1053.038,"['er', 'k\xfcsste', 'und', 'ber\xfchrte', 'sie', 'und', 'ihre', 'schwestern', 'dauernd']"
249,1053.0,1055.1,"[u's', u'er', u'entdeckt', u'jenny', u'die', u'bei', u'einem', u'tabakfeld', u'steht']"
250,1054.68,1059.435,"['und', 'dann', 'war', 'jenny', 'einmal', 'nicht', 'im', 'schulbus']"
251,1059.52,1061.909,"['jenny', 'warum', 'warst', 'du', 'nicht', 'in', 'der', 'schule']"
252,1062.84,1064.671,"['daddy', 'macht', 'ein', 'nickerchen']"
253,1066.08,1067.672,['komm']
254,1066.7,1068.0,"[u's', u'sie', u'zieht', u'forrest', u'ins', u'feld']"
255,1068.4,1073.758,"['jenny', 'wo', 'bist', 'du', 'hin', 'komm', 'sofort', 'zur\xfcck', 'm\xe4dchen']"
256,1073.6,1075.6,"[u'ihr', u'vater', u'stapft', u'durch', u'die', u'brusthohen', u'pflanzen']"
257,1075.24,1077.549,"['wo', 'bist', 'du', 'denn']"
258,1077.1,1080.5,"[u'in', u'seiner', u'hand', u'ein', u'flachmann', u'jenny', u'zieht', u'forrest', u'in', u'ein', u'hohes', u'maisfeld']"
259,1080.24,1083.55,"['jenny', 'jenny', 'wo', 'bist', 'du', 'denn']"
260,1084.0,1086.1,"[u'zwischen', u'den', u'pflanzen', u'knien', u'sich', u'die', u'kinder', u'hin']"
261,1087.16,1090.311,"['bete', 'mit', 'mir', 'forrest', 'bete', 'mit', 'mir']"
262,1091.76,1096.788,"['lieber', 'gott', 'mach', 'aus', 'mir', 'einen', 'vogel', 'damit', 'ich', 'wegfliegen', 'kann']"
263,1096.88,1101.59,"['lieber', 'gott', 'mach', 'aus', 'mir', 'einen', 'vogel', 'damit', 'ich']"
264,1101.68,1104.433,"['mama', 'sagte', 'immer', 'gott', 'ist', 'voller', 'r\xe4tsel']"
265,1106.08,1108.514,"['er', 'machte', 'aus', 'jenny', 'an', 'dem', 'tag', 'keinen', 'vogel']"
266,1108.6,1112.195,"['stattdessen', 'lie\xdf', 'er', 'die', 'polizei', 'sagen']"
267,1112.28,1115.67,"['dass', 'jenny', 'nicht', 'mehr', 'in', 'dem', 'haus', 'wohnen', 'musste']"
268,1115.76,1119.878,"['sie', 'sollte', 'bei', 'ihrer', 'oma', 'wohnen', 'dr\xfcben', 'auf', 'der', 'creekmore', 'avenue']"
269,1119.96,1123.794,"['was', 'mich', 'froh', 'machte', 'weil', 'sie', 'viel', 'n\xe4her', 'war']"
270,1125.16,1130.439,"['manchmal', 'schlich', 'jenny', 'sich', 'nachts', 'heraus', 'und', 'kam', 'zu', 'mir']"
271,1130.52,1135.958,"['weil', 'sie', 'sagte', 'dass', 'sie', 'angst', 'hatte', 'wovor', 'das', 'wei\xdf', 'ich', 'nicht']"
272,1131.8,1132.7,"[u'ss', u'die', u'zwei', u'im', u'bett']"
273,1136.04,1141.353,"['ich', 'glaube', 'vor', 'dem', 'hund', 'ihrer', 'oma', 'das', 'war', 'ein', 'gemeiner', 'hund']"
274,1141.52,1146.23,"['egal', 'jenny', 'und', 'ich', 'waren', 'die', 'besten', 'freunde', 'bis', 'zur', 'high', 'school']"
275,1146.1,1146.8,"[u'ss', u'ein', u'klumpen', u'trifft', u'ihn']"
276,1147.28,1149.84,"['hey', 'dummkopf', 'h\xf6r', 'auf']"
277,1149.4,1150.4,"[u'ss', u'jenny', u'als', u'teenager']"
278,1150.44,1151.793,"['lauf', 'forrest', 'lauf']"
279,1151.88,1156.317,"['h\xf6rst', 'du', 'nicht', 'dummkopf', 'lauf', 'forrest']"
280,1155.6,1157.9,"[u'ss', u'der', u'werfer', u'springt', u'zu', u'den', u'zwei', u'anderen', u'auf', u'einen', u'pickup']"
281,1156.4,1160.791,"['los', 'rein', 'in', 'den', 'truck', 'kommt', 'er', 'haut', 'ab', 'beeilung']"
282,1160.88,1163.189,"['lauf', 'forrest', 'lauf']"
283,1177.0,1182.0,"[u'der', u'pickup', u'faehrt', u'dicht', u'hinter', u'forrest', u'der', u'biegt', u'wieder', u'auf', u'die', u'wiese\u2026', u'johlen', u'\u2026der', u'pickup', u'hinterher']"
284,1189.8,1192.155,"['lauf', 'forrest']"
285,1191.4,1194.2,"[u's', u'er', u'springt', u'ueber', u'einen', u'zaun', u'schrei', u'auf', u'der', u'wartebank']"
286,1194.24,1198.472,"['ich', 'rannte', 'also', 'immer', 'um', 'dorthin', 'zu', 'kommen', 'wohin', 'ich', 'wollte']"
287,1198.56,1201.87,"['ich', 'dachte', 'nie', 'dass', 'ich', 'es', 'damit', 'weit', 'bringe']"
288,1201.4,1204.1,"[u'forrest', u'rennt', u'auf', u'einer', u'strasse', u'der', u'pickup', u'folgt', u'ihm']"
289,1211.8,1215.8,"[u'forrest', u'biegt', u'ab', u'und', u'rast', u'auf', u'ein', u'footballfeld', u'auf', u'dem', u'ein', u'spiel', u'stattfindet']"
290,1217.5,1225.9,"[u's', u'ein', u'quarterback', u'wirft', u'einen', u'pass', u'sein', u'coach', u'sieht', u'zu', u'na', u'also', u'forrest', u'ueberholt', u'den', u'faenger', u'der', u'guckt', u'baff', u'\u2013', u'und', u'wird', u'vom', u'gegner', u'umgerannt']"
291,1226.8,1229.4,"[u's', u'der', u'coach', u'und', u'seine', u'assistenten', u'glotzen', u'forrest', u'nach']"
292,1229.28,1231.271,"['wer', 'zum', 'teufel', 'ist', 'das']"
293,1231.36,1235.99,"['das', 'ist', 'forrest', 'gump', 'coach', 'nur', 'der', 'dorftrottel']"
294,1236.12,1241.148,"['k\xf6nnen', 'sie', 'das', 'glauben', 'ich', 'kam', 'sogar', 'aufs', 'college']"
295,1242.3,1247.6,"[u's', u'in', u'einem', u'vollen', u'footballstadion', u'forrest', u'als', u'spieler', u'traeumt', u'vor', u'sich', u'hin', u'ein', u'mitspieler', u'laeuft', u'mit', u'dem', u'ball', u'zu', u'ihm']"
296,1246.52,1249.956,"['forrest', 'schnell', 'lauf', 'ok']"
297,1250.04,1253.794,"['lauf', 'lauf', 'du', 'dummer', 'mistkerl']"
298,1254.3,1256.0,"[u'forrest', u'haengt', u'mehrere', u'gegner', u'ab']"
299,1261.0,1266.2,"[u'in', u'einem', u'tribuenenblock', u'formen', u'die', u'zuschauer', u'mit', u'roten', u'tafeln', u'die', u'worte', u'go', u'alabama', u'der', u'coach']"
300,1266.12,1268.873,"['lauf', 'mistkerl', 'lauf', 'los', 'lauf']"
301,1268.5,1273.4,"[u'ss', u'forrest', u'weicht', u'einem', u'gegner', u'aus', u'der', u'stoesst', u'mit', u'einem', u'mitspieler', u'zusammen', u'zusammenstoss', u'forrest', u'rennt', u'zur', u'seitenlinie']"
302,1274.0,1284.7,"[u's', u'er', u'biegt', u'richtung', u'touchdownlinie', u'ab', u'zwei', u'gegner', u'hechten', u'ihm', u'vergeblich', u'nach', u'forrest', u'durchquert', u'die', u'touchdownzone', u'mit', u'dem', u'ball', u'rennt', u'musiker', u'einer', u'kapelle', u'um', u'\u2026', u'umrennen', u'\u2026', u'und', u'stuermt', u'durch', u'ein', u'stadiontor', u'hinaus']"
303,1284.52,1289.548,"['er', 'muss', 'der', 'd\xfcmmste', 'mistkerl', 'sein', 'den', 'es', 'gibt', 'aber', 'er', 'ist', 'schnell']"
365,1454.5,1462.8,"[u'jenny', u'sieht', u'ihn', u'ruhig', u'an', u'sie', u'oeffnet', u'ihren', u'bh', u'\u2026', u'klick', u'\u2026', u'und', u'streift', u'ihn', u'ab', u'forrests', u'augen', u'weiten', u'sich', u'verlegen', u'schaut', u'er', u'weg']"
366,1465.6,1468.1,"[u'jenny', u'nimmt', u'seine', u'hand', u'und', u'legt', u'sie', u'sich', u'auf', u'die', u'brust']"
367,1472.1,1474.3,"[u'forrest', u'linst', u'aus', u'den', u'augenwinkeln', u'rueber']"
368,1475.3,1476.3,"[u'er', u'zuckt', u'zusammen']"
369,1482.92,1484.797,"['das', 'tut', 'weh']"
370,1489.5,1491.0,"[u's', u'er', u'schaut', u'aufgewuehlt', u'vor', u'sich', u'hin']"
371,1492.2,1493.7,"[u'jenny', u'zieht', u'den', u'bh', u'wieder', u'an']"
372,1499.1,1502.1,"[u'sie', u'schmiegt', u'ihren', u'kopf', u'an', u'seine', u'schulter', u'und', u'streicht', u'ihm', u'ueber', u'die', u'wange']"
373,1499.24,1503.87,"['forrest', 'h\xf6r', 'auf', 'h\xf6r', 'auf', 'was', 'machst', 'du', 'da']"
374,1504.04,1508.75,"['er', 'hat', 'dir', 'wehgetan', 'nein', 'hat', 'er', 'nicht', 'komm', 'her']"
375,1508.84,1511.638,"['billy', 'es', 'tut', 'mir', 'leid', 'bleib', 'weg', 'von', 'mir']"
376,1511.72,1515.474,"['sei', 'doch', 'nicht', 'geh', 'nicht', 'billy', 'warte', 'kurz']"
377,1514.0,1519.8,"[u'sie', u'kuesst', u'ihn', u'auf', u'die', u'wange', u'kuss', u'die', u'mitbewohnerin', u'liegt', u'von', u'ihnen', u'abgewandt', u'im', u'bett', u'und', u'schaut', u'angewidert']"
378,1515.56,1517.915,"['er', 'wei\xdf', 'es', 'nicht', 'besser']"
379,1519.36,1522.318,"['forrest', 'warum', 'hast', 'du', 'das', 'getan']"
380,1524.56,1529.27,"['ich', 'hab', 'pralinen', 'f\xfcr', 'dich', 'es', 'tut', 'mir', 'leid']"
381,1526.0,1540.1,"[u's', u'im', u'stadion', u'formen', u'die', u'zuschauer', u'mit', u'den', u'tafeln', u'go', u'forrest', u'der', u'haengt', u'alle', u'gegner', u'ab', u'und', u'erreicht', u'die', u'touchdownzone', u'die', u'tafeln', u'formen', u'ein', u'stop', u'die', u'kapelle', u'stellt', u'sich', u'forrest', u'in', u'den', u'weg', u'er', u'bleibt', u'stehen', u'die', u'gegner', u'stuerzen', u'uebereinander']"
382,1531.84,1533.99,"['ich', 'geh', 'zur\xfcck', 'zu', 'meinem', 'college']"
383,1538.56,1540.551,"['sieh', 'dich', 'doch', 'an']"
384,1541.84,1544.434,"['komm', 'schon']"
385,1551.32,1553.629,"['ist', 'das', 'dein', 'eigenes', 'zimmer']"
386,1555.5,1556.6,"[u's', u'forrest', u'an', u'einem', u'buffet']"
387,1557.28,1562.035,"['tr\xe4umst', 'du', 'je', 'davon', 'forrest', 'wer', 'du', 'mal', 'sein', 'wirst']"
388,1563.96,1568.078,"['wer', 'ich', 'sein', 'werde', 'werde', 'ich', 'nicht', 'ich', 'sein']"
389,1567.1,1568.6,"[u'ss', u'ein', u'kellner', u'oeffnet', u'ihm', u'eine', u'cola']"
390,1568.16,1571.357,"['du', 'bist', 'immer', 'du', 'du', 'wirst', 'nur', 'anders']"
391,1571.44,1575.194,"['wei\xdft', 'du', 'ich', 'will', 'ber\xfchmt', 'werden']"
392,1576.4,1579.995,"['ich', 'will', 's\xe4ngerin', 'werden', 'wie', 'joan', 'baez']"
393,1579.5,1580.1,"[u's', u'kennedy']"
394,1580.08,1585.996,"['ich', 'will', 'nur', 'mit', 'einer', 'gitarre', 'und', 'meiner', 'stimme', 'auf', 'der', 'b\xfchne', 'sein']"
395,1583.7,1588.4,"[u'schwarzweissaufnahmen', u'in', u'der', u'spielerschlange', u'trippelt', u'forrest', u'unruhig', u'hin', u'und', u'her', u'und', u'haelt', u'sich', u'den', u'bauch']"
396,1586.08,1588.355,"['nur', 'ich']"
397,1589.64,1593.428,"['und', 'ich', 'will', 'die', 'menschen', 'auf', 'einer', 'pers\xf6nlichen', 'ebene', 'erreichen']"
398,1592.2,1592.9,"[u'ss', u'zu', u'forrest']"
399,1595.6,1599.354,"['ich', 'will', 'dinge', 'sagen', 'k\xf6nnen', 'von', 'mensch', 'zu', 'mensch']"
400,1600.4,1613.6,"[u'in', u'der', u'praesidententoilette', u'mit', u'vielen', u'privatfotos', u'sowie', u'rotem', u'und', u'schwarzem', u'telefon', u'neben', u'dem', u'klo', u'forrest', u'schliesst', u'seine', u'hose', u'und', u'geht', u'zum', u'waschtisch', u'dort', u'stehen', u'ein', u'gerahmtes', u'bild', u'von', u'marilyn', u'monroe', u'mit', u'widmung', u'und', u'ein', u'bild', u'von', u'john', u'f', u'und', u'robert', u'kennedy']"
401,1606.12,1608.509,"['warst', 'du', 'schon', 'mal', 'mit', 'einem', 'm\xe4dchen', 'zusammen']"
402,1610.28,1614.239,"['ich', 'sitze', 'in', 'hauswirtschaftslehre', 'immer', 'neben', 'einem', 'm\xe4dchen']"
403,1633.8,1634.6,"[u's', u'auf', u'dem', u'campus']"
404,1641.12,1642.872,"['tut', 'mir', 'leid']"
405,1642.96,1645.235,"['ist', 'schon', 'ok', 'tut', 'mir', 'leid']"
406,1645.2,1647.0,"[u'ein', u'offizier', u'kommt', u'zu', u'ihnen']"
407,1652.16,1653.957,"['ist', 'schon', 'gut']"
408,1654.8,1656.4,"[u's', u'er', u'gibt', u'ihm', u'eine', u'armywerbebroschuere']"
409,1656.68,1659.956,"['es', 'ist', 'ok', 'mir', 'ist', 'schummrig']"
410,1658.2,1659.6,"[u'ss', u'in', u'einem', u'armybus', u'zum', u'fahrer']"
411,1667.04,1670.43,"['ich', 'wette', 'das', 'passierte', 'in', 'hauswirtschaft', 'nie']"
412,1672.9,1675.3,"[u'ein', u'schwarzer', u'versperrt', u'den', u'leeren', u'platz', u'neben', u'sich']"
413,1674.32,1675.799,['nein']
414,1676.2,1677.8,"[u'eingeschuechtert', u'geht', u'forrest', u'weiter']"
415,1681.2,1684.51,"['ich', 'glaube', 'ich', 'ruinierte', 'den', 'bademantel', 'deiner', 'freundin']"
416,1684.6,1686.875,"['das', 'ist', 'mir', 'egal', 'ich', 'mag', 'sie', 'sowieso', 'nicht']"
417,1685.8,1689.6,"[u's', u'er', u'sieht', u'zu', u'einem', u'schwarzen', u'mit', u'vorstehender', u'unterlippe', u'der', u'nimmt', u'einen', u'koffer', u'vom', u'sitz']"
418,1686.96,1690.157,"['lauf', 'forrest']"
419,1695.0,1698.913,"['halt', 'an', 'forrest']"
420,1697.6,1698.8,"[u'ss', u'er', u'gibt', u'ihm', u'ein', u'taschentuch']"
421,1701.84,1705.833,"['das', 'college', 'verging', 'wie', 'im', 'flug', 'weil', 'ich', 'viel', 'football', 'spielte']"
422,1705.92,1709.469,"['sie', 'steckten', 'mich', 'ins', 'so', 'genannte', 'nationalteam']"
423,1709.56,1713.109,"['wo', 'man', 'den', 'pr\xe4sidenten', 'der', 'vereinigten', 'staaten', 'trifft']"
424,1713.2,1716.351,"['pr\xe4sident', 'kennedy', 'empfing', 'das', 'collegefootballnationalteam']"
425,1716.44,1717.998,"['heute', 'im', 'oval', 'office']"
426,1718.08,1722.471,"['das', 'gute', 'daran', 'den', 'pr\xe4sidenten', 'der', 'vereinigten', 'staaten', 'zu', 'treffen']"
427,1722.56,1726.235,"['ist', 'das', 'essen', 'da', 'ist', 'man', 'in', 'einem', 'kleinen', 'raum']"
428,1726.32,1729.676,"['wo', 'es', 'alles', 'gibt', 'was', 'man', 'essen', 'oder', 'trinken', 'm\xf6chte']"
429,1729.76,1732.957,"['aber', 'da', 'ich', 'erstens', 'keinen', 'hunger', 'hatte', 'sondern', 'durst']"
430,1733.04,1738.478,"['und', 'zweitens', 'alles', 'umsonst', 'war', 'hab', 'ich', 'drpeppercolas', 'getrunken']"
431,1735.8,1740.4,"[u'eine', u'schwarze', u'koechin', u'bedient', u'einen', u'weissen', u'im', u'gleichen', u'haus', u'bedient', u'auch', u'die', u'schwarze', u'grossmutter', u'ihren', u'weissen', u'herrn']"
432,1741.72,1744.234,"['wie', 'f\xfchlt', 'man', 'sich', 'im', 'nationalteam']"
433,1744.32,1745.719,"['es', 'ist', 'eine', 'ehre', 'sir']"
434,1745.8,1748.03,"['wie', 'f\xfchlt', 'man', 'sich', 'im', 'nationalteam']"
435,1748.12,1749.997,"['sehr', 'gut', 'sir']"
436,1750.08,1752.514,"['wie', 'f\xfchlt', 'man', 'sich', 'im', 'nationalteam']"
437,1752.6,1753.874,"['sehr', 'gut', 'sir']"
438,1753.96,1758.272,"['gl\xfcckwunsch', 'wie', 'gehts', 'ihnen', 'ich', 'muss', 'pinkeln']"
439,1758.36,1760.715,"['ich', 'glaube', 'er', 'sagte', 'er', 'm\xfcsse', 'pinkeln']"
440,1766.08,1767.5,"[u'ss', u'im', u'schlafsaal']"
441,1774.8,1777.598,"['einige', 'zeit', 'sp\xe4ter', 'erschoss', 'jemand']"
442,1776.5,1777.7,"[u'ss', u'die', u'maenner', u'sind', u'in', u'unterwaesche']"
443,1777.68,1782.959,"['aus', 'irgendeinem', 'grund', 'den', 'netten', 'pr\xe4sidenten', 'in', 'seinem', 'auto']"
444,1783.04,1787.352,"['ein', 'paar', 'jahre', 'sp\xe4ter', 'erschoss', 'einer', 'auch', 'seinen', 'kleinen', 'bruder']"
445,1787.44,1789.556,"['nur', 'war', 'das', 'in', 'einer', 'hotelk\xfcche']"
446,1790.76,1794.469,"['muss', 'schwer', 'sein', 'br\xfcder', 'zu', 'haben', 'ich', 'wei\xdf', 'es', 'nicht']"
447,1795.1,1796.6,"[u'ss', u'jeder', u'setzt', u'sein', u'gewehr', u'zusammen']"
448,1796.92,1798.876,"['k\xf6nnen', 'sie', 'das', 'glauben']"
449,1798.96,1802.919,"['nach', 'nur', 'f\xfcnf', 'jahren', 'football', 'spielen', 'hatte', 'ich', 'meinen', 'abschluss']"
450,1803.0,1804.991,"['herzlichen', 'gl\xfcckwunsch', 'mein', 'sohn']"
451,1805.08,1807.071,"['mama', 'war', 'so', 'stolz']"
452,1808.36,1812.114,"['forrest', 'ich', 'bin', 'so', 'stolz', 'auf', 'dich', 'ich', 'halte', 'dir', 'das']"
453,1812.2,1814.236,"['herzlichen', 'gl\xfcckwunsch', 'mein', 'sohn']"
454,1814.32,1817.551,"['hast', 'du', 'schon', 'mal', '\xfcber', 'deine', 'zukunft', 'nachgedacht']"
455,1818.32,1820.072,['nachgedacht']
456,1821.16,1823.116,"['hallo', 'ich', 'bin', 'forrest', 'forrest', 'gump']"
457,1823.2,1826.317,"['das', 'ist', 'mir', 'schei\xdfegal', 'du', 'mieser', 'wichser']"
458,1826.4,1829.073,"['mit', 'dir', 'kann', 'man', 'nicht', 'mal', 'schei\xdfe', 'aufwischen']"
459,1829.16,1832.675,"['schieb', 'deinen', 'arsch', 'rein', 'du', 'bist', 'jetzt', 'in', 'der', 'armee']"
460,1832.76,1837.311,"['hier', 'ist', 'besetzt', 'besetzt']"
461,1840.64,1843.438,"['zuerst', 'sah', 'es', 'aus', 'als', 'h\xe4tte', 'ich', 'einen', 'fehler', 'gemacht']"
462,1843.52,1847.354,"['es', 'war', 'erst', 'die', 'einf\xfchrung', 'und', 'ich', 'wurde', 'schon', 'angebr\xfcllt']"
463,1847.4,1848.3,"[u'ss', u'sie', u'putzen', u'stiefel']"
464,1850.76,1852.99,"['setz', 'dich', 'wenn', 'du', 'willst']"
465,1853.44,1856.989,"['keine', 'ahnung', 'wen', 'ich', 'treffen', 'oder', 'was', 'ich', 'gefragt', 'w\xfcrde']"
466,1857.08,1859.674,"['warst', 'du', 'schon', 'mal', 'auf', 'einem', 'shrimpkutter']"
467,1858.7,1860.5,"[u'ss', u'sie', u'scheuern', u'den', u'boden', u'mit', u'zahnbuersten']"
468,1859.76,1864.072,"['nein', 'aber', 'ich', 'bin', 'mal', 'dampfer', 'gefahren']"
469,1864.16,1866.993,"['ich', 'meine', 'ein', 'boot', 'mit', 'dem', 'man', 'shrimps', 'f\xe4ngt']"
470,1867.08,1869.833,"['ich', 'arbeite', 'schon', 'mein', 'ganzes', 'leben', 'auf', 'shrimpkuttern']"
471,1869.92,1874.072,"['ich', 'fing', 'auf', 'dem', 'meines', 'onkels', 'an', 'als', 'ich', 'etwa', 'neun', 'war']"
472,1871.4,1873.1,"[u's', u'es', u'ist', u'dunkel', u'bubba', u'liegt', u'wach', u'im', u'bett']"
473,1874.16,1878.915,"['ich', 'wollte', 'mir', 'ein', 'eigenes', 'boot', 'kaufen', 'da', 'wurde', 'ich', 'eingezogen']"
474,1879.0,1882.151,"['mein', 'richtiger', 'name', 'ist', 'benjamin', 'buford', 'blue']"
475,1882.24,1886.233,"['man', 'nennt', 'mich', 'bubba', 'genau', 'wie', 'sich', 'wei\xdfe', 'arbeiter', 'begr\xfc\xdfen']"
476,1883.5,1887.1,"[u'forrest', u'liegt', u'oben', u'im', u'etagenbett', u'sein', u'nachbar', u'wirft', u'ihm', u'einen', u'playboy', u'zu']"
477,1886.32,1888.117,"['glauben', 'sie', 'das']"
478,1888.2,1892.352,"['mein', 'name', 'ist', 'forrest', 'gump', 'man', 'nennt', 'mich', 'forrest', 'gump']"
479,1892.4,1903.7,"[u'forrest', u'schaut', u'in', u'die', u'zeitschrift', u'und', u'blaettert', u'um', u'auf', u'einem', u'bild', u'kniet', u'jenny', u'nur', u'in', u'weit', u'aufgeknoepfter', u'collegejacke', u'unglaeubig', u'starrt', u'forrest', u'auf', u'das', u'foto']"
480,1892.44,1897.036,"['bubba', 'war', 'aus', 'bayou', 'la', 'batre', 'in', 'alabama', 'seine', 'mama', 'kochte', 'shrimps']"
481,1898.76,1901.115,"['und', 'ihre', 'mama', 'vor', 'ihr', 'kochte', 'shrimps']"
482,1901.2,1904.636,"['und', 'die', 'mama', 'vor', 'ihrer', 'mama', 'kochte', 'auch', 'shrimps']"
483,1904.72,1907.473,"['bubbas', 'familie', 'wusste', 'alles', 'was', 'man', '\xfcber', 'shrimps']"
484,1907.56,1909.312,"['so', 'wissen', 'konnte']"
485,1909.4,1912.551,"['ich', 'wei\xdf', 'alles', 'was', 'man', '\xfcber', 'shrimps', 'wissen', 'kann']"
486,1912.64,1916.952,"['wenn', 'ich', 'mit', 'der', 'armee', 'fertig', 'bin', 'gehe', 'ich', 'selbst', 'ins', 'shrimpgesch\xe4ft']"
487,1915.3,1916.4,"[u'ss', u'er', u'kommt', u'in', u'einen', u'club']"
488,1920.8,1924.475,"['gump', 'was', 'ist', 'ihr', 'einziger', 'zweck', 'in', 'dieser', 'armee']"
489,1924.56,1926.949,"['das', 'zu', 'tun', 'was', 'sie', 'mir', 'sagen', 'drillsergeant']"
490,1926.1,1927.7,"[u'ss', u'zwischen', u'portraets', u'eins', u'von', u'jenny']"
491,1927.04,1930.396,"['verdammt', 'noch', 'mal', 'gump', 'sie', 'sind', 'n', 'verdammtes', 'genie']"
492,1930.48,1932.869,"['das', 'ist', 'die', 'beste', 'antwort', 'die', 'ich', 'je', 'h\xf6rte']"
493,1932.96,1937.954,"['sie', 'm\xfcssen', 'einen', 'iq', 'von', 'haben', 'sie', 'haben', 'talent', 'private', 'gump']"
494,1939.16,1941.355,"['h\xf6rt', 'mal', 'zu', 'leute']"
495,1941.44,1945.479,"['irgendwie', 'passe', 'ich', 'zur', 'armee', 'wie', 'der', 'deckel', 'auf', 'den', 'topf']"
496,1945.56,1947.471,"['es', 'ist', 'nicht', 'sehr', 'schwer']"
497,1947.3,1961.6,"[u'der', u'vorhang', u'oeffnet', u'sich', u'jenny', u'sitzt', u'mit', u'einer', u'grossen', u'gitarre', u'auf', u'einem', u'barhocker', u'das', u'instrument', u'verdeckt', u'brust', u'und', u'schoss', u'sie', u'traegt', u'nur', u'einen', u'hautfarbenen', u'slip']"
498,1947.56,1950.757,"['man', 'macht', 'sein', 'bett', 'ordentlich', 'steht', 'immer', 'sch\xf6n', 'stramm']"
499,1950.84,1954.196,"['und', 'beantwortet', 'jede', 'frage', 'mit', 'jawohl', 'drillsergeant']"
500,1954.28,1957.989,"['ist', 'das', 'klar', 'jawohl', 'drillsergeant']"
501,1958.08,1961.39,"['man', 'zieht', 'seine', 'netze', 'am', 'grund', 'entlang']"
